submission__id,submission__name,submission__gcode,submission__print_time(s),simulation__print_time(s),simulation__print_time_with_acceleration(s),Log(print time),Log(sim),Log(sim w/ accel),simulation__layers_printed,simulation__layers_visited,simulation__xy_distance(mm),simulation__extrusion(mm),simulation__avg_speed(mm/s),simulation__avg_print_speed(mm/s),simulation__avg_travel_speed(mm/s),simulation__gcode_lines,simulation__mass(cm3),simulation__avg_layer_height(mm),Log(guess),xh-xbar squared,added error term for interval,Pred log low,Pred log high,Pred PT low (min),Pred PT high (min),PT guess (min),Actual time outside interval?,Pred low - guess,Pred high - guess
41485,NVlogo-Whistle-positive-X2.stl,gcode/2016/08/22/NVlogo-Whistle-positive-X2_FvXAK7W_reoriented.gcode,4141,2289.39,2420.4167,8.3286925835,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
56641,owlkeychain.stl,gcode/2016/12/15/owlkeychain_reoriented.gcode,2987,1591.68,1796.7144,8.0020248182,7.3725453412,7.4937149426,190,192,134452.48,9.13,135.35,82.75,159.63,71400,0.06,0.2,8.061367264,0.377860371,0.0004565534,7.8226644653,8.3000700626,41.6091420146,67.0692387807,52.8270146917,N,-21%,27%
34474,complete assembly - quarter note-1.STL,gcode/2016/06/20/complete_assembly_-_quarter_note-1_reoriented.gcode,961,555.88,503.6521,6.867974409,6.3205524436,6.2218857519,32,34,28749.36,9.1,136.84,41.12,160.93,5026,0.06,0.19,6.8385826919,3.5590055256,0.004300202,6.5994222543,7.0777431295,12.2445102304,19.7548408431,15.552760231,N,-21%,27%
42670,PP0057-RevA_Encoder-Cover.stl,gcode/2016/09/08/PP0057-RevA_Encoder-Cover_reoriented.gcode,4521,2585.82,2739.4238,8.4164884873,7.8577979513,7.9155028853,167,168,161534,6.09,116.56,54.24,166.93,47025,0.04,0.29,8.4668901068,0.0372164054,4.49670727906322E-05,8.2282363652,8.7055438485,62.4203786464,100.6047311896,79.2450971006,N,-21%,27%
43785,NVlogo-Whistle-positive-X2.stl,gcode/2016/09/20/NVlogo-Whistle-positive-X2_uu6ykNV_reoriented.gcode,4126,2289.39,2420.4167,8.3250636936,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
40001,Inner_Cover.stl,gcode/2016/08/04/Inner_Cover_reoriented.gcode,5745,2983,3868.1235,8.6560851903,8.0006847845,8.2605247847,20,22,321860.66,11.09,147.61,147.65,147.4,35704,0.08,0.18,8.7986071792,0.0231363447,2.7954706733391E-05,8.5599554654,9.0372588929,86.9741460961,140.1781804209,110.4168354166,N,-21%,27%
55792,Park.S.Triangle_Ruler_3x4in.stl,gcode/2016/12/12/Park.S.Triangle_Ruler_3x4in_reoriented.gcode,15821,9478.54,10840.925,9.6690934504,9.1567855749,9.2910836035,679,681,710201.75,7.45,118.73,66.46,151.09,90855,0.05,0.15,9.7894253121,1.3986969249,0.0016899888,9.5505755606,10.0282750637,234.2130095153,377.6358990863,297.4008077091,N,-21%,27%
43953,NVlogo-Whistle-positive-X2.stl,gcode/2016/09/20/NVlogo-Whistle-positive-X2_3csxnZb_reoriented.gcode,4134,2289.39,2420.4167,8.3270007402,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
51090,battery_holder_ftc_edited.stl,gcode/2016/11/16/battery_holder_ftc_edited_reoriented.gcode,14701,8492.21,10635.349,9.5956707977,9.0469045517,9.2719385433,114,115,742905.25,4.08,112.29,103.28,139.58,83391,0.03,0.19,9.7710185289,1.3537790662,0.0016357163,9.5321752415,10.0098618163,229.9428222953,370.7460230053,291.9766889404,N,-21%,27%
43037,spike_head_sylvester.stl,gcode/2016/09/14/spike_head_sylvester_reoriented.gcode,4349,2370.98,2662.7063,8.3777012126,7.7710586508,7.8870982906,176,178,191198.9,9.08,132.67,97.89,148.2,42677,0.06,0.29,8.4395808577,0.0489826018,5.91836905937909E-05,8.2009254214,8.678236294,60.7386880034,97.8946334924,77.110256133,N,-21%,27%
41894,NVlogo-Whistle-positive-X2.stl,gcode/2016/08/26/NVlogo-Whistle-positive-X2_fF7NCdK_reoriented_VOEA6sm.gcode,4103,2289.39,2420.4167,8.3194736924,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
40061,Cut Ulna and Radius.stl,gcode/2016/08/04/Cut_Ulna_and_Radius_reoriented.gcode,4188,1740,2159.2417,8.339978572,7.4616403922,7.6775123742,92,94,187290.38,9.06,152.89,134.81,173.17,67519,0.06,0.19,8.2380770497,0.1856800244,0.0002243496,7.9994019262,8.4767521732,49.6529281193,80.0304839146,63.0376702073,N,-21%,27%
43870,NVlogo-Whistle-positive-X2.stl,gcode/2016/09/20/NVlogo-Whistle-positive-X2_eLrCR6Q_reoriented.gcode,4143,2289.39,2420.4167,8.3291754421,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
45581,pisa_tower_4.stl,gcode/2016/10/06/pisa_tower_4_VgMErEf_reoriented.gcode,9140,3749.57,4714.28,9.1204156644,8.2293964457,8.4583514793,467,468,430036.28,6.04,151.92,123.63,167.78,189579,0.04,0.16,8.9888052276,0.1224531426,0.0001479552,8.7501392099,9.2274712454,105.1927779866,169.546408055,133.5479601528,N,-21%,27%
54153,MergedTriggerButton.stl,gcode/2016/12/01/MergedTriggerButton_reoriented.gcode,3094,1602.01,1719.8599,8.0372200311,7.3790143698,7.449998113,127,128,136330.55,6.07,137.63,108.65,173.42,16826,0.04,0.19,8.0193362545,0.4335173069,0.0005238014,7.7806254415,8.2580470675,39.8961919412,64.3091874566,50.6526572487,N,-21%,27%
37209,Reciprocating Y Plate - Printable Model.STL,gcode/2016/07/14/Reciprocating_Y_Plate_-_Printable_Model_reoriented.gcode,32972,13871.15,18729.785,10.4034139954,9.5375664226,9.8378703165,204,205,1494428.8,4.51,127.9,115.05,149.81,468964,0.03,0.16,10.3151266892,2.9910038457,0.0036139086,10.0760478999,10.5542054784,396.1145106334,638.9721797003,503.0965635644,N,-21%,27%
54834,Batknife.stl,gcode/2016/12/06/Batknife_reoriented.gcode,1176,639.78,642.69525,7.0698741285,6.4611243673,6.4656706617,12,14,39799.07,11.1,135.48,111.85,156.84,5438,0.08,0.15,7.0729667025,2.6986202132,0.0032606333,6.8339299533,7.3120034517,15.4805653856,24.9695951189,19.6607082754,N,-21%,27%
43400,shayas_house (1).stl,gcode/2016/09/19/shayas_house_1_reoriented.gcode,15631,8345.33,9856.559,9.6570114009,9.02945738,9.1958924009,278,280,715103.6,9.08,130.22,102.87,161.09,97267,0.06,0.28,9.6979048983,1.1825996487,0.0014288872,9.4590862471,9.9367235494,213.7360163061,344.5981609191,271.3909323122,N,-21%,27%
45988,NVlogo-Whistle-positive-X2.stl,gcode/2016/10/06/NVlogo-Whistle-positive-X2_upypGYH_reoriented.gcode,4125,2289.39,2420.4167,8.3248212988,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
54404,PAE1-2(PAE1-2_X 188.stl),gcode/2016/12/02/PAE1_X_188_UQHjLvk_reoriented_6lNW4lf.gcode,6140,3950.74,4459.5303,8.7225800211,8.2816581821,8.4027987256,71,72,260654.69,6.02,106.63,81.8,170.48,23334,0.04,0.28,8.9353947141,0.0866597615,0.0001047075,8.6967338514,9.1740555769,99.7222966262,160.7276012959,126.6022335208,N,-21%,27%
51482,PAE1(PAE1_Z 180-20.stl),gcode/2016/11/18/Z_180-20_reoriented_4UlGrRQ.gcode,9295,5219.89,5425.995,9.1372319002,8.5602316079,8.5989565717,604,605,422717.84,6.02,131.47,89.81,143.71,35099,0.04,0.3,9.1239882688,0.2406276736,0.0002907407,8.8853052321,9.3626713054,120.4169940968,194.0909266252,152.878533371,N,-21%,27%
45951,NVlogo-Whistle-positive-X2.stl,gcode/2016/10/06/NVlogo-Whistle-positive-X2_upypGYH_reoriented.gcode,4124,2289.39,2420.4167,8.3245788451,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
36464,Ukulele Base Plug.STL,gcode/2016/07/12/Ukulele_Base_Plug_G5PMr5L_reoriented.gcode,1360,624.14,623.4466,7.2152399787,6.4363747022,6.4352631159,59,61,36507.45,9.12,142,33.82,158.36,11953,0.06,0.19,7.0437317407,2.7994486876,0.0033824603,6.8046804932,7.2827829882,15.0343251618,24.2505288646,19.0942487754,N,-21%,27%
38512,turtle shield other corner.stl,gcode/2016/07/22/turtle_shield_other_corner_reoriented.gcode,13691,4845.61,6700.5576,9.5244939616,8.4858284194,8.8099460258,239,240,633459.6,6.09,163.99,150.54,179.66,131644,0.04,0.17,9.3268414909,0.492140975,0.000594634,9.0881222366,9.5655607451,147.4925512375,237.7491634742,187.2597946047,N,-21%,27%
47193,PP0057-RevA_Encoder-Cover.stl,gcode/2016/10/17/PP0057-RevA_Encoder-Cover_reoriented.gcode,4555,2624.05,2787.3206,8.4239808097,7.8724742048,7.932836055,168,169,167951.3,6.02,119.16,54.73,168.31,47806,0.04,0.29,8.4835548701,0.0308291686,3.72496337111423E-05,8.2449020484,8.7222076919,63.4693737362,102.295238731,80.5767630179,N,-21%,27%
55918,facefrontowl.stl,gcode/2016/12/13/facefrontowl_reoriented.gcode,3910,1903.79,2130.1443,8.271292653,7.5516019152,7.6639450029,223,224,177795.62,6.04,147.06,76.05,171.67,94065,0.04,0.18,8.225032867,0.1975566228,0.0002386997,7.9863560331,8.4637097009,49.0093683595,78.9934658825,62.220735028,N,-21%,27%
55397,Example_cube.stl,gcode/2016/12/09/Example_cube_reoriented_kOXwlrV.gcode,3334,1741.86,1960.0612,8.1119280633,7.4627087868,7.5807309762,88,89,124153.52,4.12,118,58.98,156.61,37798,0.03,0.18,8.145027762,0.2784540433,0.0003364447,7.906339278,8.3837162459,45.2405910436,72.9206368775,57.4366843717,N,-21%,27%
51155,ornament snowflake alec laurino.stl,gcode/2016/11/17/ornament_snowflake_alec_laurino_reoriented.gcode,5108,2396.44,2811.8313,8.5385632172,7.7817395818,7.9415912582,30,32,186481.66,9.74,112.46,95.83,141.22,44042,0.07,0.18,8.4919724529,0.0278313035,3.36274349309183E-05,8.253320063,8.7306248429,64.0059149865,103.1599071206,81.2578872798,N,-21%,27%
34290,Golf Tee.STL,gcode/2016/06/16/Golf_Tee_reoriented.gcode,4610,2744.22,3024.5835,8.435983136,7.9172521606,8.014528675,328,330,179267.28,7.02,131.8,31.06,159.48,66175,0.05,0.19,8.5620972375,0.0088152851,1.06511513686057E-05,8.3234475864,8.8007468886,68.6556221124,110.6533483048,87.1606245198,N,-21%,27%
37235,msgkeychainv2_20140821-10340-b65mfh-0.stl,gcode/2016/07/15/msgkeychainv2_20140821-10340-b65mfh-0_reoriented.gcode,1679,636.91,660.0651,7.4259536571,6.4566283583,6.4923384665,30,32,45610.31,11.09,140.35,110.68,159.9,13852,0.08,0.18,7.0986061363,2.6117144315,0.0031556286,6.8595818842,7.3376303884,15.8828088834,25.6177591097,20.1713155734,Y,-21%,27%
47177,PP0050-RevB_Guide-Tube-Mount.stl,gcode/2016/10/17/PP0050-RevB_Guide-Tube-Mount_reoriented.gcode,9729,5237.51,6078.792,9.182866395,8.5636014735,8.712561271,228,229,478482.47,6.03,137.57,109.6,170.42,103043,0.04,0.29,9.2332121132,0.3649885787,0.0004410009,8.994511168,9.4719130583,134.312155002,216.4952259323,170.522550833,N,-21%,27%
36586,NVlogo-Whistle-positive-X2.stl,gcode/2016/07/12/NVlogo-Whistle-positive-X2_r3uo1Ds_reoriented.gcode,4124,2289.39,2420.4167,8.3245788451,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48575,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
54078,mighty_esboo-kup.stl,gcode/2016/12/01/mighty_esboo-kup_reoriented.gcode,3321,1805.61,1955.3861,8.1080212214,7.4986537638,7.5783429465,101,102,127320.41,6.04,120.86,82.85,155.79,16853,0.04,0.29,8.1427318201,0.2809800126,0.0003394968,7.9040429724,8.3814206678,45.1368240065,72.7534338475,57.3049643525,N,-21%,27%
45690,59356587.stl,gcode/2016/10/06/59356587_la4kRbO_reoriented_f7Rsx90.gcode,8497,4646.38,5672.3374,9.047468439,8.4438437008,8.6433565516,200,201,378941.2,5.11,107.53,79.09,149.85,149386,0.04,0.29,9.1666760847,0.2861587996,0.0003457541,8.9279864913,9.4053656782,125.6678014732,202.5569569726,159.5458788432,N,-21%,27%
44906,ethanol.STL,gcode/2016/09/28/ethanol_reoriented_xdE59tR.gcode,12348,4319.24,5800.969,9.4212493856,8.3708347398,8.6657802515,270,271,547723.75,6.87,156.92,140.98,165.04,348272,0.05,0.19,9.1882350759,0.3106522059,0.0003753485,8.9495419553,9.4269281966,128.4060351715,206.9720239931,163.0228726049,N,-21%,27%
50834,556842.STL,gcode/2016/11/16/556842_reoriented.gcode,2507,1435.86,1644.2119,7.8268420982,7.2695192518,7.4050164603,47,49,104570.04,9.18,114.39,91.35,150.63,28047,0.06,0.18,7.9760891963,0.4947743237,0.0005978157,7.7373695629,8.2148088297,38.2072390153,61.5878288557,48.5087713463,N,-21%,27%
45204,Spindle_Whorl.stl,gcode/2016/10/01/Spindle_Whorl_reoriented.gcode,4343,2797.88,3224.1086,8.3763206325,7.9366172665,8.0784117879,32,34,183012.95,9.2,92.7,74.93,124.41,27058,0.07,0.26,8.6235168726,0.0009003983,1.08791468336158E-06,8.3848683615,8.8621653837,73.0046982953,117.6625546719,92.6818175506,Y,-21%,27%
47775,NVlogo-Whistle-positive-X2.stl,gcode/2016/10/19/NVlogo-Whistle-positive-X2_e801SQa_reoriented_u50Bygo.gcode,4135,2289.39,2420.4167,8.3272426075,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
57351,NVlogo-Whistle-positive-X2.stl,gcode/2016/12/21/NVlogo-Whistle-positive-X2_5e6ZisM_reoriented.gcode,4397,2402.81,2576.2644,8.3886777692,7.7843941648,7.8540957217,64,65,161827.45,6.04,117.73,82.96,154.63,51252,0.04,0.28,8.4078509428,0.0646800373,7.81502650809007E-05,8.1691932456,8.6465086399,58.8415762066,94.8374219515,74.7019637694,N,-21%,27%
48163,fantastic_wolt-albar-2.stl,gcode/2016/10/20/fantastic_wolt-albar-2_reoriented.gcode,7400,2857.22,3474.1162,8.9092352792,7.9576044031,8.1530953947,101,102,298025.8,6.4,141.79,128.02,164.47,50482,0.05,0.19,8.6953205101,0.0019960316,2.41172405888372E-06,8.4566718412,8.9339691791,78.4394727013,126.4218861737,99.5814545453,N,-21%,27%
53429,PP0018-RevC_Spool-Mount-Base.stl,gcode/2016/11/28/PP0018-RevC_Spool-Mount-Base_reoriented.gcode,5759,3414.25,3884.328,8.6585191275,8.1357131286,8.2647052749,87,88,243625.8,6.76,115.94,109.67,124.35,70052,0.05,0.29,8.8026264601,0.0244255795,2.9512436815016E-05,8.5639745607,9.0412783596,87.3244068711,140.7427558297,110.8615247696,N,-21%,27%
46610,l5d14xya7rV (13).stl,gcode/2016/10/12/l5d14xya7rV_13_7imiqaw_reoriented.gcode,2511,1554.43,1605.7446,7.8284363592,7.3488641979,7.3813428532,8,10,75141.87,9.11,90.43,56.57,147.84,9896,0.06,0.15,7.9533284973,0.5286388867,0.0006387329,7.7146039878,8.1920530067,37.3472553997,60.2021727878,47.4171479817,N,-21%,27%
48060,NVlogo-Whistle-positive-X2.stl,gcode/2016/10/20/NVlogo-Whistle-positive-X2_e801SQa_reoriented_hgpEBmX.gcode,4126,2289.39,2420.4167,8.3250636936,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
56438,Jarias_back_of_the_house (repaired).stl,gcode/2016/12/14/Jarias_back_of_the_house_repaired_reoriented.gcode,17281,10446.17,11047.972,9.7573629111,9.253990683,9.3100021607,80,81,670218.5,10.1,100.53,84.83,133.65,67762,0.07,0.28,9.8076143269,1.4438034744,0.0017444892,9.5687580842,10.0464705696,238.5105447071,384.5700693769,302.8597311053,N,-21%,27%
52752,Cool Lahdi (6).stl,gcode/2016/11/24/Cool_Lahdi_6_reoriented_FHBjPqA.gcode,2526,1264.08,1400.8958,7.8343923029,7.1420998638,7.2448671681,64,65,87313.09,4.08,110.9,71.91,147.64,26865,0.03,0.28,7.8221156242,0.7457207729,0.0009010242,7.5833598603,8.060871388,32.7536792113,52.8008255388,41.5863114713,N,-21%,27%
47983,NVlogo-Whistle-positive-X2.stl,gcode/2016/10/20/NVlogo-Whistle-positive-X2_e801SQa_reoriented_jq56XDV.gcode,4113,2289.39,2420.4167,8.3219079682,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
55526,RemovablePlate_2mm.STL,gcode/2016/12/09/RemovablePlate_2mm_r4sKoh8_reoriented.gcode,950,493.53,493.43842,6.8564619846,6.2015836473,6.2013980689,15,17,31302.15,11.07,143.89,119.14,160.31,4064,0.08,0.16,6.8188850604,3.6367266376,0.0043941093,6.5797134528,7.058056668,12.005548172,19.3697409933,15.2494051876,N,-21%,27%
49041,tall thumb.STL,gcode/2016/10/29/tall_thumb_reoriented.gcode,1454,864.03,872.5456,7.2820736581,6.7616074904,6.7714149163,53,55,49161.1,9.12,120.84,53.04,148.28,15816,0.06,0.19,7.3669207652,1.7875783816,0.0021598584,7.1280150566,7.6058264738,20.7733412575,33.4978719034,26.3792100801,N,-21%,27%
52903,Cool Lahdi (6).stl,gcode/2016/11/24/Cool_Lahdi_6_reoriented_EzL1YXO.gcode,2356,1317.63,1347.4105,7.7647205448,7.1835899473,7.2059398813,64,65,79193.65,6.08,116.12,73.65,151.06,24286,0.04,0.28,7.7846894618,0.8144675215,0.0009840881,7.545923801,8.0234551226,31.5501782511,50.8617191181,40.0586607906,N,-21%,27%
44984,Optimization(1x3 Box),gcode/2016/09/29/1x3_Box_reoriented_OwSXgvx.gcode,5690,2711.98,3214.8088,8.6464655271,7.9054342744,8.0755231637,80,81,264237.25,6.01,140.79,132.1,158.75,25571,0.04,0.19,8.6207396403,0.0010820982,1.30745535878156E-06,8.382091103,8.8593881776,72.8022266635,117.3362348371,92.4247757068,N,-21%,27%
48233,PP0053-RevA_Blower-Duct.stl,gcode/2016/10/21/PP0053-RevA_Blower-Duct_reoriented.gcode,3571,1986.47,2202.669,8.1806009476,7.5941144732,7.6974250859,84,85,151942.44,6.19,133.71,89.62,158.42,44295,0.04,0.29,8.257221882,0.1689155246,0.0002040938,8.0185491728,8.4958945912,50.6128051561,81.5772177692,64.2561423377,N,-21%,27%
34116,PP0044-RevC_Camera-Mount.stl,gcode/2016/06/15/PP0044-RevC_Camera-Mount_reoriented.gcode,10248,5582.09,6263.8984,9.2348378436,8.6273185372,8.7425580179,479,480,424074.47,6.1,122.43,82.19,157.46,114161,0.04,0.3,9.2620521174,0.4021330235,0.000485881,9.0233458236,9.5007584113,138.2413763635,222.8310473335,175.5120243172,N,-21%,27%
54870,top.stl,gcode/2016/12/06/top_reoriented.gcode,6786,2627.89,3256.3315,8.8226169453,7.8739365218,8.088356534,125,127,270395.7,9.04,154.36,139.99,170.42,76432,0.06,0.19,8.6330781267,0.0004024795,4.8629960594754E-07,8.3944296873,8.8717265661,73.7060676683,118.7929431296,93.5722218654,N,-21%,27%
57265,Squid Solid.STL,gcode/2016/12/21/Squid_Solid_reoriented.gcode,3152,1286.42,1527.6112,8.055792451,7.1596184456,7.3314604871,60,62,129666.89,11.19,154.32,134.13,170.67,55371,0.08,0.18,7.9053697083,0.6036636369,0.0007293823,7.6666343967,8.1441050199,35.5980134558,57.3837095737,45.1967483957,N,-21%,27%
47007,NVlogo-Whistle-positive-X2.stl,gcode/2016/10/15/NVlogo-Whistle-positive-X2_BmM5J10_reoriented.gcode,4116,2289.39,2420.4167,8.322637097,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
53487,X-Stage.STL,gcode/2016/11/28/X-Stage_reoriented.gcode,4361,2142.98,2582.3213,8.3804566678,7.6699526627,7.8564440021,74,75,195811.2,7.42,142.77,137.9,150.83,64391,0.05,0.19,8.4101086681,0.0634911097,7.67137320891982E-05,8.1714511422,8.648766194,58.9745845041,95.0517644182,74.8708108207,N,-21%,27%
34296,wheel 2in diameter shaft.STL,gcode/2016/06/16/wheel_2in_diameter_shaft_reoriented.gcode,8535,3311.76,4308.5254,9.0519306352,8.1052350491,8.36835099,203,204,372550.38,6.34,149.23,144.94,151.36,150912,0.04,0.16,8.9022753614,0.0675649385,0.000081636,8.6636172487,9.140933474,96.4739174667,155.491164768,122.4779237113,N,-21%,27%
43228,Catapult Kinematics(Base),gcode/2016/09/16/Base_SUoNvvz_reoriented.gcode,43849,18902.31,25879.8,10.6885071925,9.8470394158,10.1612180206,641,642,2485734.5,6.09,160.12,148.58,173.26,744832,0.04,0.16,10.6260053724,4.2139861807,0.0050915885,10.386750818,10.8652599267,540.4522320426,872.1098270915,686.537473586,N,-21%,27%
33918,connector_prong_with_hooks.STL,gcode/2016/06/14/connector_prong_with_hooks_pLo142T_reoriented.gcode,10316,4464.86,5905.1553,9.241451367,8.4039931378,8.683581028,159,161,459600.4,7.03,128.09,108.19,155.99,168067,0.05,0.18,9.2053494141,0.3308120202,0.0003997067,8.9666533904,9.4440454378,130.6221531145,210.5453092014,165.8369127066,N,-21%,27%
50662,eli test1.stl,gcode/2016/11/14/eli_test1_reoriented.gcode,2579,1302.84,1504.7646,7.8551570059,7.172301776,7.316391753,27,29,108769.68,11.09,141.66,127.56,162.3,37065,0.08,0.18,7.8908820588,0.6273062488,0.0007579487,7.6521433432,8.1296207744,35.0858803733,56.5585402384,44.5466741395,N,-21%,27%
45030,PP0054-RevA_Ramp-Guide.stl,gcode/2016/09/26/PP0054-RevA_Ramp-Guide_reoriented.gcode,9822,5968.75,6628.1763,9.1923800466,8.6942928042,8.7990849775,331,332,383301.03,7.52,103.22,67.57,152.68,79076,0.05,0.3,9.3163992692,0.477020287,0.0005763643,9.0776821922,9.5551163463,145.9607324858,235.2789388405,185.3145602797,N,-21%,27%
55590,Frame_Back.stl,gcode/2016/12/09/Frame_Back_reoriented.gcode,19077,8379.67,10549.465,9.8562386999,9.0335638132,9.2638304267,284,285,751197.7,6.13,121.56,110.77,126.46,609674,0.04,0.2,9.7632230797,1.3349768942,0.0016129984,9.5243824982,10.0020636612,228.1579006601,367.866131538,289.7094480607,N,-21%,27%
48810,hk00039-009-0-1_bar-clamp_twist-on.stl,gcode/2016/10/27/hk00039-009-0-1_bar-clamp_twist-on_reoriented_o0GnoiV.gcode,2889,1219.5,1416.552,7.9686657005,7.1061962177,7.2559810288,100,101,117285.58,6.11,147.46,124.06,162.24,34976,0.04,0.16,7.8328009092,0.726649514,0.0008779811,7.5940478909,8.0715539274,33.1056290123,53.3678959196,42.0330556049,N,-21%,27%
53923,JPBkeys.stl,gcode/2016/11/30/JPBkeys_pRxZxQe_reoriented.gcode,3501,1718.36,2045.8574,8.160803921,7.4491256266,7.6235722471,36,38,149823.25,11.14,140.77,132.07,160.73,16766,0.08,0.18,8.1862169763,0.235075816,0.0002840326,7.9475347391,8.4248992134,47.1432188009,75.9864208405,59.8518543036,N,-21%,27%
48029,NVlogo-Whistle-positive-X2.stl,gcode/2016/10/20/NVlogo-Whistle-positive-X2_e801SQa_reoriented_hgpEBmX.gcode,4128,2289.39,2420.4167,8.3255483072,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
50378,spinner.stl,gcode/2016/11/10/spinner_reoriented.gcode,5828,2400.46,3240.8394,8.6704291673,7.7834156646,8.0835876493,69,71,311080.66,11.44,171.18,170.92,172,78250,0.08,0.18,8.6284931411,0.0006165674,0.000000745,8.3898446708,8.8671416113,73.3688976878,118.2495295669,93.1441766104,N,-21%,27%
45224,snake rope.STL,gcode/2016/10/03/snake_rope_reoriented.gcode,1726,1016.34,1009.9893,7.4535618716,6.9239632178,6.9176950157,60,62,54899.42,9.3,116.61,40.68,151.5,18472,0.07,0.18,7.5075599721,1.4178222369,0.0017130971,7.2687074683,7.746412476,23.9115810907,38.5543106605,30.3627160471,N,-21%,27%
44798,Ethanol.STL,gcode/2016/09/27/Ethanol_g9J6L6q_reoriented.gcode,9163,3481.79,4647.2075,9.122928915,8.1553018083,8.4440217806,263,264,402474.4,6.05,146.54,133.43,154.4,251667,0.04,0.2,8.9750281146,0.1126296124,0.0001360858,8.7363635116,9.2136927176,103.7536095539,167.2263285004,131.7206710974,N,-21%,27%
40658,PP0018-RevC_Spool-Mount-Base.stl,gcode/2016/08/10/PP0018-RevC_Spool-Mount-Base_LQuv0s8_reoriented.gcode,5860,3462.16,3976.2878,8.6759048826,8.1496479507,8.2881039495,87,88,253862.7,6.42,116.98,111.86,124.33,71368,0.05,0.29,8.8251228288,0.0322868878,3.90109366764196E-05,8.5864697971,9.0637758604,89.3110512877,143.94500231,113.3837708136,N,-21%,27%
41970,NVlogo-Whistle-positive-X2.stl,gcode/2016/08/29/NVlogo-Whistle-positive-X2_fF7NCdK_reoriented.gcode,4126,2289.39,2420.4167,8.3250636936,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
54320,PP0044-RevD_Camera-Mount.stl,gcode/2016/12/02/PP0044-RevD_Camera-Mount_reoriented.gcode,18965,6756.71,9302.848,9.8503504541,8.8182913642,9.1380758688,720,721,913360.8,6.1,163.14,157.22,172.68,296998,0.04,0.2,9.6423179028,1.0601944521,0.0012809899,9.4035168698,9.8811189358,202.1828139384,325.9599019393,256.7167509244,N,-21%,27%
