submission__id,submission__name,submission__gcode,submission__print_time(s),simulation__print_time(s),simulation__print_time_with_acceleration(s),Log(print time),Log(sim),Log(sim w/ accel),simulation__layers_printed,simulation__layers_visited,simulation__xy_distance(mm),simulation__extrusion(mm),simulation__avg_speed(mm/s),simulation__avg_print_speed(mm/s),simulation__avg_travel_speed(mm/s),simulation__gcode_lines,simulation__mass(cm3),simulation__avg_layer_height(mm),Log(guess),xh-xbar squared,added error term for interval,Pred log low,Pred log high,Pred PT low (min),Pred PT high (min),PT guess (min),Actual time outside interval?,Pred low - guess,Pred high - guess
41773,PP0041-RevA_Removal-Carriage-PRINT.stl,gcode/2016/08/25/PP0041-RevA_Removal-Carriage-PRINT_reoriented.gcode,14401,7335.37,8897.688,9.5750529276,8.9004631324,9.0935467467,153,154,625124.1,6.09,125.76,116.86,140.77,208348,0.04,0.29,9.5995059247,0.9704778107,0.001172589,9.3607178057,9.8382940436,193.7121401519,312.2953833442,245.9581408841,N,-21%,27%
48266,small_dc_hobby_motor_mount.stl,gcode/2016/10/21/small_dc_hobby_motor_mount_reoriented.gcode,2346,1209.21,1392.7323,7.7604670292,7.0977225328,7.2390227802,30,32,93324.07,9.1,120.6,98.36,141.23,22272,0.06,0.18,7.8164966091,0.7558487869,0.0009132614,7.5777393871,8.055253831,32.570104407,52.5050454485,41.3532926398,N,-21%,27%
39629,10t gear.STL,gcode/2016/08/01/10t_gear_ZWE1hEd_reoriented.gcode,8699,3212.71,4054.0662,9.0709633555,8.0748700967,8.3074756564,296,297,385142.3,6.11,158.27,154.14,161.13,118634,0.04,0.15,8.8437475188,0.0396237815,4.78758076769586E-05,8.6050934304,9.0824016072,90.9899324643,146.6512097962,115.5152962822,N,-21%,27%
49647,Top_11-2-2016.STL,gcode/2016/11/02/Top_11-2-2016_reoriented.gcode,747,371.08,326.62164,6.6160651851,5.9164176728,5.7888024368,12,14,18625.33,11.1,146.14,74.72,156.23,6200,0.08,0.15,6.4222000518,5.3806183318,0.0065011828,6.1827779512,6.6616221524,8.0722591628,13.0303022867,10.2559239968,N,-21%,27%
41418,NVlogo-Whistle-positive-X2.stl,gcode/2016/08/22/NVlogo-Whistle-positive-X2_tA6mOSb_reoriented.gcode,4128,2289.39,2420.4167,8.3255483072,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
44857,Egg Drop Competition(5 inch straws.STL),gcode/2016/09/28/5_inch_straws_reoriented_FptdaeZ.gcode,7966,4185.83,5223.3975,8.9829377637,8.3394602906,8.5609033312,39,41,378878.03,9.14,115.83,99.81,158.86,65562,0.06,0.18,9.0874024475,0.2047425906,0.0002473822,8.8487245787,9.3260803163,116.0916559396,187.1173114503,147.3864259056,N,-21%,27%
56988,PAE1-2(PAE1-2_Y 50.stl),gcode/2016/12/18/PAE1_Y_50_reoriented_HFvW7cr.gcode,2976,1512.89,1668.5083,7.998335396,7.3217770079,7.4196852727,71,72,101693.74,6.02,119.98,79.42,170.71,14723,0.04,0.28,7.9901923461,0.4743533547,0.0005731419,7.7514756531,8.2289090391,38.7500129825,62.4623813353,49.1977447416,N,-21%,27%
54745,STOP_BLOCK.STL,gcode/2016/12/06/STOP_BLOCK_reoriented.gcode,1927,792.36,909.1879,7.5637196684,6.675015834,6.8125517835,39,41,70938.95,11.09,155.42,146.44,166.71,18587,0.08,0.18,7.4064713014,1.679270352,0.0020289942,7.1675811762,7.6453614266,21.611738453,34.8487359164,27.4434284674,N,-21%,27%
47164,PP0049-RevA_Purge-Collector.stl,gcode/2016/10/17/PP0049-RevA_Purge-Collector_reoriented.gcode,27565,10626.88,13954.204,10.224302131,9.2711419193,9.5435361039,826,827,1320882.5,6.09,150,134.56,177.41,295700,0.04,0.2,10.0321426715,2.0595627528,0.0024884861,9.7931978342,10.2710875087,298.5248777766,481.421384818,379.0992746786,N,-21%,27%
57293,NVlogo-Whistle-positive-X2.stl,gcode/2016/12/21/NVlogo-Whistle-positive-X2_ahmTXyk_reoriented.gcode,4175,2312.18,2444.1587,8.3368696373,7.7459460814,7.8014562527,64,65,149864.44,6.04,116.63,74.76,155.41,46338,0.04,0.28,8.3572413711,0.0942257751,0.0001138492,8.1185794187,8.5959033235,55.9374921915,90.1575559385,71.0154038312,N,-21%,27%
44671,middle_frame_top.stl,gcode/2016/09/26/middle_frame_top_reoriented.gcode,15563,7954.43,9788.558,9.6526515812,8.9814842852,9.1889694315,34,36,665432,9.08,109.63,100.85,135.6,153278,0.06,0.16,9.6912488943,1.1675904782,0.0014107522,9.4524324034,9.9300653852,212.3185712158,342.3113910694,269.5905515087,N,-21%,27%
49512,NVlogo-Whistle-positive-X2.stl,gcode/2016/11/02/NVlogo-Whistle-positive-X2_reoriented_uDAbWqO.gcode,4124,2289.39,2420.4167,8.3245788451,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
54271,FoosballAC.stl,gcode/2016/12/02/FoosballAC_reoriented.gcode,7702,3741.89,4845.8286,8.9492353144,8.2273461104,8.4858735314,179,181,370125.56,7.19,128.17,103.91,149.88,134996,0.05,0.17,9.015265967,0.1424723575,0.0001721436,8.776597066,9.2539348679,108.013098678,174.0931160302,137.1289062194,N,-21%,27%
46374,smashing_fulffy-2.stl,gcode/2016/10/11/smashing_fulffy-2_cRVfcia_reoriented_vOqhW8s.gcode,2540,1140.16,1283.2195,7.83991936,7.0389238824,7.1571274334,35,37,90341.24,11.11,137.55,119.11,158.44,22728,0.08,0.19,7.7377593326,0.9049545503,0.0010934199,7.4989806457,7.9765380196,30.103338627,48.5305480983,38.222133943,N,-21%,27%
36627,NVlogo-Whistle-positive-X2.stl,gcode/2016/07/12/NVlogo-Whistle-positive-X2_PrL77Gq_reoriented.gcode,4136,2289.39,2420.4167,8.3274844162,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48575,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
34458,wheel connector plug.STL,gcode/2016/06/18/wheel_connector_plug_reoriented_ehGRXnG.gcode,3131,1637.64,1778.6903,8.0491077213,7.40101146,7.4836325859,99,100,112858.12,4.04,117.7,60.63,155.6,30390,0.03,0.15,8.0516737059,0.3903573444,0.0004716529,7.8129691077,8.2903783041,41.2076758256,66.4223596716,52.3174069017,N,-21%,27%
54230,spectacularspectaclesandykrisava.stl,gcode/2016/12/02/spectacularspectaclesandykrisava_reoriented.gcode,4616,2291.12,2734.514,8.4372838082,7.73679606,7.9137090025,40,42,192861.4,11.14,124.4,103.35,151.92,76504,0.08,0.18,8.4651654003,0.0379117591,4.58072404991626E-05,8.2265115584,8.7038192421,62.3128083536,100.4313771511,79.1085403551,N,-21%,27%
40998,PP0049-RevA_Purge-Collector.stl,gcode/2016/08/15/PP0049-RevA_Purge-Collector_reoriented.gcode,27590,10622.93,13950.251,10.2252086672,9.2707701513,9.5432527799,826,827,1320803.4,6.09,150.01,134.57,177.41,295690,0.04,0.2,10.0318702731,2.0587496267,0.0024875037,9.7929255529,10.2708149934,298.4436060837,481.2902080029,378.9960227353,N,-21%,27%
44385,super_bombul.stl,gcode/2016/09/23/super_bombul_reoriented.gcode,4752,2837.42,2969.2131,8.466320861,7.9506504676,7.9960522472,171,172,200250.77,6.01,122.48,99.5,133.76,14865,0.04,0.29,8.5443333026,0.0126261579,1.52556743192559E-05,8.3056831026,8.7829835026,67.4467596287,108.7051249176,85.6259798818,N,-21%,27%
53718,pikachu_1gen_flowalistik.STL,gcode/2016/11/29/pikachu_1gen_flowalistik_ElgCGwd_reoriented_IQJvPbw.gcode,3808,1994.9,2101.915,8.2448593959,7.5983492028,7.6506041129,200,202,146490.11,9.04,131.29,71.14,162.29,27111,0.06,0.29,8.212206432,0.2095939441,0.0002532439,7.9735278646,8.4508849995,48.3846832736,77.9868667302,61.4277612016,N,-21%,27%
54250,j3ce sarah toy hack.stl,gcode/2016/12/02/j3ce_sarah_toy_hack_reoriented.gcode,6899,2579.69,3181.6487,8.8391317525,7.8554245157,8.0651548005,325,326,304079.5,6.09,158.78,147.12,166.01,81734,0.04,0.15,8.6107711048,0.0018717412,2.26154893551053E-06,8.3721224537,8.8494197558,72.0800921332,116.1723882502,91.5080130284,N,-21%,27%
53777,PrayingHands.stl,gcode/2016/11/30/PrayingHands_reoriented.gcode,37639,16078.3,22396.738,10.5357960259,9.6852258158,10.0166706022,966,967,2044060.6,6.07,157.64,149.64,167.51,1307800,0.04,0.2,10.4870320303,3.6414263728,0.0043997878,10.2478597473,10.7262043134,470.3679144158,758.8922097232,597.4600789625,N,-21%,27%
41535,NVlogo-Whistle-positive-X2.stl,gcode/2016/08/22/NVlogo-Whistle-positive-X2_fF7NCdK_reoriented.gcode,4125,2289.39,2420.4167,8.3248212988,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
35617,TShelf.stl,gcode/2016/06/30/TShelf_reoriented.gcode,30456,11097.99,15232.48,10.3240382981,9.3145192898,9.6311852691,395,396,1211219.5,4.15,127.72,113.9,141.94,884927,0.03,0.2,10.1164118861,2.3188188623,0.0028017348,9.8774297573,10.3553940149,324.7595931044,523.7683218679,412.4303421074,N,-21%,27%
51524,PAE1(PAE1_Y 100.stl),gcode/2016/11/18/Y_100_reoriented_GEu5h6K.gcode,3793,2328.45,2643.295,8.2409125417,7.7529580891,7.879781524,71,72,156107.56,6.02,113.26,81.62,172.51,15659,0.04,0.28,8.4325462422,0.0522748324,6.31615592835386E-05,8.1938903317,8.6712021527,60.3128854227,97.2084450072,76.5697185958,N,-21%,27%
44936,Ethanolv3.STL,gcode/2016/09/28/Ethanolv3_WsuukyP_reoriented.gcode,9088,3343.39,4443.003,9.114710141,8.1147405413,8.3990857782,257,258,383492.2,6.05,146.26,133.22,153.93,240423,0.04,0.2,8.9318249464,0.0844875103,0.0001020828,8.6931643965,9.1704854963,99.3669769137,160.1548138631,126.1510986546,N,-21%,27%
41904,NVlogo-Whistle-positive-X2.stl,gcode/2016/08/26/NVlogo-Whistle-positive-X2_fF7NCdK_reoriented_jpccBnr.gcode,4129,2289.39,2420.4167,8.3257905259,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
34510,wheel connector plug_v2.STL,gcode/2016/06/20/wheel_connector_plug_v2_reoriented.gcode,2367,1013.76,1112.5883,7.7693786095,6.9214214697,7.0144443817,92,93,90106.46,6.04,146.6,99.24,171.42,20320,0.04,0.17,7.6005784631,1.196779207,0.0014460198,7.3617577711,7.839399155,26.2433653584,42.3113170502,33.3225351998,N,-21%,27%
50169,"BX liner holders, 1.187, 1.187.STL",gcode/2016/11/08/BX_liner_holders_1.187_1.187_Rt6NqGa_reoriented.gcode,21328,8241.14,11033.164,9.9677760424,9.0168939628,9.3086609251,324,325,1005683.6,6.05,156.68,144.8,172.63,352798,0.04,0.2,9.8063248124,1.4405820597,0.0017405969,9.5674690333,10.0451805916,238.2032905554,384.0743022668,302.4694407997,N,-21%,27%
47197,smashing_fulffy-2.stl,gcode/2016/10/17/smashing_fulffy-2_cRVfcia_reoriented.gcode,2561,1127.14,1269.4269,7.8481530862,7.0274387299,7.1463208178,35,37,90019.6,11.08,137.84,119.6,158.45,22638,0.08,0.19,7.7273694446,0.9256318054,0.0011184034,7.4885877811,7.9661511081,29.7920988449,48.02907448,37.8270661609,N,-21%,27%
48882,PP0043-RevA_Removal-Motor-Mount-PRINT.stl,gcode/2016/10/27/PP0043-RevA_Removal-Motor-Mount-PRINT_reoriented.gcode,27327,14060.07,17082.62,10.2156305034,9.551094144,9.7458168514,231,232,1212605.4,6.07,122.8,115.26,152.08,285524,0.04,0.29,10.2266230145,2.6810736074,0.0032394325,9.9875887885,10.4656572405,362.5796688409,584.8250123523,460.4841575001,N,-21%,27%
41910,NVlogo-Whistle-positive-X2.stl,gcode/2016/08/26/NVlogo-Whistle-positive-X2_fF7NCdK_reoriented_jpccBnr.gcode,4142,2289.39,2420.4167,8.328934042,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
49820,NVlogo-Whistle-positive-X2.stl,gcode/2016/11/01/NVlogo-Whistle-positive-X2_reoriented.gcode,4125,2289.39,2420.4167,8.3248212988,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
54910,PP0047-RevA_Purge-Collector-Mount.stl,gcode/2016/11/28/PP0047-RevA_Purge-Collector-Mount_reoriented.gcode,5602,2937.34,3341.7744,8.6308789558,7.9852596889,8.1142572024,231,232,225843.77,6.52,125.91,92.26,159.78,67148,0.05,0.29,8.6579800066,3.40913240972981E-05,4.11911638695061E-08,8.4193316203,8.8966283929,75.5645348997,121.7882438767,95.931600658,N,-21%,27%
46906,mech7 double angle small dial.STL,gcode/2016/10/13/mech7_double_angle_small_dial_reoriented.gcode,4611,2527.48,2933.1497,8.4362000322,7.8349780379,7.9838321076,47,49,186190.52,11.07,117.88,110.46,132.7,32356,0.08,0.28,8.5325843993,0.0155217504,1.87543013538289E-05,8.2939337823,8.7712350163,66.6589432579,107.4354770733,84.6258552105,N,-21%,27%
44090,Arc Length(Arc Length Roller),gcode/2016/09/21/Arc_Length_reoriented.gcode,2800,1272.08,1483.0082,7.9373746962,7.148408635,7.3018278715,30,32,112377.41,11.28,145.49,137.36,156.09,37492,0.08,0.18,7.8768797936,0.6505883207,0.0007860795,7.6381377259,8.1156218612,34.5979061284,55.7722982501,43.9272664688,N,-21%,27%
53801,PAE1-2(PAE1-2_X 188.stl),gcode/2016/11/30/PAE1_X_188_UQHjLvk_reoriented.gcode,5958,3847.78,4308.168,8.6924901333,8.2552516376,8.3682680347,71,72,242536.55,6.02,101.19,79.73,165.87,20906,0.04,0.28,8.9021956051,0.0675218198,8.15838755955921E-05,8.6635374986,9.1408537115,96.4662239687,155.4787628951,122.4681557133,N,-21%,27%
48536,Part 5.0.STL,gcode/2016/10/25/Part_5.0_reoriented.gcode,1982,1168.88,1194.4956,7.5918617149,7.0638013044,7.0854792832,55,57,67374.56,9.08,112.92,61.36,147.43,9617,0.06,0.19,7.6688740977,1.0464044873,0.0012643281,7.4300750496,7.9076731457,28.0989016206,45.3009762719,35.6778317108,N,-21%,27%
41038,PP0049-RevA_Purge-Collector.stl,gcode/2016/08/16/PP0049-RevA_Purge-Collector_reoriented.gcode,30473,15284.13,18828.793,10.3245963246,9.6345703142,9.8431425198,826,827,1364698.5,4.1,111.87,91.88,148.56,331611,0.03,0.2,10.3201955844,3.0092676857,0.0036359761,10.0811141693,10.5592769994,398.126425596,642.2209717084,505.6531814486,N,-21%,27%
41298,PP0050-RevB_Guide-Tube-Mount.stl,gcode/2016/08/19/PP0050-RevB_Guide-Tube-Mount_t53tGYS_reoriented.gcode,7462,4159.04,5009.446,8.9175787538,8.3330395574,8.5190806091,227,228,340804.1,4.02,110.87,78.87,151.77,84312,0.03,0.29,9.0471925045,0.1686434297,0.000203765,8.8085198345,9.2858651745,111.5168022362,179.7416626073,141.5775951293,N,-21%,27%
43577,Pilot Arc Guard.STL,gcode/2016/09/20/Pilot_Arc_Guard_reoriented_GM8SEJ0.gcode,16113,6676.46,9739.837,9.6873816786,8.8063431859,9.1839796614,244,245,1018992.75,6.02,179.43,190.53,156.36,175185,0.04,0.16,9.686451541,1.1568319737,0.0013977531,9.4476365986,9.9252664835,211.3027705279,340.6726076616,268.3003276962,N,-21%,27%
51647,PAE1(PAE1_Y 10.stl),gcode/2016/11/19/Y_10_reoriented.gcode,1478,794.59,827.0291,7.2984451015,6.6778262584,6.7178398818,71,72,54241.31,6.02,138.27,73.3,172.64,10280,0.04,0.28,7.3154117055,1.9337086841,0.0023364218,7.0764849733,7.5543384378,19.7300017964,31.8167816534,25.0548430284,N,-21%,27%
46013,NVlogo-Whistle-positive-X2.stl,gcode/2016/10/06/NVlogo-Whistle-positive-X2_BmM5J10_reoriented.gcode,4163,2289.39,2420.4167,8.3339912472,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
34308,bottom slot rotator prongs.STL,gcode/2016/06/16/bottom_slot_rotator_prongs_reoriented_sJu0i0z.gcode,6782,2614.59,3419.961,8.8220273227,7.8688625764,8.1373844265,89,90,292937.7,6.08,151.78,140.99,166.39,90842,0.04,0.17,8.6802153925,0.0008390293,1.01376501096759E-06,8.4415668902,8.9188638948,77.2635517804,124.5265981105,98.088568453,N,-21%,27%
55137,handle_right_angled.STL,gcode/2016/12/07/handle_right_angled_reoriented.gcode,84142,22670.16,33417.945,11.3402611268,10.0288048013,10.4168483101,1419,1420,3562180.2,6.06,178.3,171.77,185.42,1879857,0.04,0.16,10.8717779781,5.3288485356,0.0064386315,10.6323633099,11.1111926462,690.9163414909,1115.2658478058,877.8128498465,Y,-21%,27%
40988,Ukulele Nut.STL,gcode/2016/08/14/Ukulele_Nut_reoriented.gcode,985,470.63,448.76172,6.8926416412,6.1540722227,6.1064920565,17,19,27722.45,11.08,142.53,107.75,155.67,4564,0.08,0.18,6.7276388391,4.0077091842,0.0048423524,6.4884139215,6.9668637567,10.9579953556,17.6815052902,13.9195493048,N,-21%,27%
45309,terrific_allis-amberis.stl,gcode/2016/10/04/terrific_allis-amberis_reoriented.gcode,22157,6685.41,8650.774,10.0059087526,8.807682819,9.0654040757,55,57,672277.8,11.15,133.11,117.9,153.27,532572,0.08,0.19,9.5724484989,0.9158215361,0.00110655,9.3336682476,9.8112287502,188.5425452001,303.9563750416,239.3923736883,Y,-21%,27%
52895,Cool Lahdi (6).stl,gcode/2016/11/24/Cool_Lahdi_6_reoriented_EzL1YXO.gcode,2357,1317.63,1347.4105,7.7651449029,7.1835899473,7.2059398813,64,65,79193.65,6.08,116.12,73.65,151.06,24286,0.04,0.28,7.7846894618,0.8144675215,0.0009840881,7.545923801,8.0234551226,31.5501782511,50.8617191181,40.0586607906,N,-21%,27%
49800,NVlogo-Whistle-positive-X2.stl,gcode/2016/11/01/NVlogo-Whistle-positive-X2_reoriented.gcode,4120,2289.39,2420.4167,8.3236084423,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
34606,vujifilm.stl,gcode/2016/06/21/vujifilm_reoriented.gcode,24979,12966.03,17182.986,10.1257907509,9.4700881395,9.7516749872,268,269,1281081.8,4.17,120.55,109.09,137.18,216063,0.03,0.19,10.2322552473,2.7002921299,0.0032626534,9.9932182577,10.4712922369,364.6265559752,588.1298016781,463.0850289658,N,-21%,27%
45148,greenChar.stl,gcode/2016/09/30/greenChar_431MsOw_reoriented.gcode,13517,7982.54,8768.376,9.5117034315,8.9850119355,9.0789068915,554,555,568800.94,4.02,114.93,57.94,148.26,130405,0.03,0.16,9.5854306155,0.941847864,0.0011379966,9.3466466177,9.8242146132,191.0054679209,307.9292506868,242.5204540116,N,-21%,27%
47780,NVlogo-Whistle-positive-X2.stl,gcode/2016/10/19/NVlogo-Whistle-positive-X2_e801SQa_reoriented_u50Bygo.gcode,4131,2289.39,2420.4167,8.3262747874,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
48004,NVlogo-Whistle-positive-X2.stl,gcode/2016/10/20/NVlogo-Whistle-positive-X2_e801SQa_reoriented_jq56XDV.gcode,4129,2289.39,2420.4167,8.3257905259,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
56382,NV Whistle.stl,gcode/2016/12/13/NV_Whistle_reoriented.gcode,2341,1317,1347.156,7.7583334675,7.1831117017,7.2057509826,63,64,79517.13,6.09,116.1,73.56,151.78,22167,0.04,0.28,7.7845078475,0.8148085111,0.0009845001,7.5457421376,8.0232735574,31.5444472594,50.8524852377,40.0513862255,N,-21%,27%
55417,j3ms aras toy hack.stl,gcode/2016/12/09/j3ms_aras_toy_hack_reoriented.gcode,11492,4531.45,5926.6475,9.3494064201,8.4187972556,8.6872139864,322,323,535088.94,6.02,155.72,141.92,168.44,122270,0.04,0.18,9.2088422774,0.3350043022,0.0004047721,8.9701456499,9.4475389048,131.079117034,211.2821285627,166.4171711605,N,-21%,27%
48773,dagger.stl,gcode/2016/10/27/dagger_reoriented.gcode,7599,4246.36,4759.5537,8.9357719387,8.3538174243,8.4679091823,231,233,344090.28,7.35,117.84,85.61,150.54,84158,0.05,0.17,8.997994364,0.1292336048,0.0001561477,8.7593273697,9.2366613583,106.163759981,171.1117404543,134.7808062875,N,-21%,27%
43816,NVlogo-Whistle-positive-X2.stl,gcode/2016/09/20/NVlogo-Whistle-positive-X2_zZobmyp_reoriented.gcode,4126,2289.39,2420.4167,8.3250636936,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
37760,NVlogo-Whistle-positive-X2.stl,gcode/2016/07/18/NVlogo-Whistle-positive-X2_Rm3CwHR_reoriented.gcode,4134,2289.39,2420.4167,8.3270007402,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
44862,Egg Drop Competition(Square.STL),gcode/2016/09/28/Square_reoriented_xmt6q3F.gcode,7210,4063.92,4667.4966,8.8832242303,8.309903304,8.448378147,39,41,327258.16,18.48,107.17,95.58,117.8,47459,0.13,0.18,8.9792164896,0.1155726127,0.0001396417,8.7405514628,9.2178815165,104.1890357428,167.9282750921,132.2735236387,N,-21%,27%
37203,Ukulele Headstock.STL,gcode/2016/07/14/Ukulele_Headstock_7sYZVOx_reoriented.gcode,12549,7529.41,8637.391,9.4373962601,8.9265719645,9.0638558486,524,525,539769.6,4.15,111.77,56.26,157.68,109267,0.03,0.16,9.570959975,0.9128606709,0.0011029725,9.3321801499,9.8097398,188.2621841227,303.504135913,239.036297489,N,-21%,27%
55755,batchPrint.stl,gcode/2016/12/11/batchPrint_reoriented.gcode,35054,12602.07,16946.521,10.4646450086,9.4416163652,9.737817841,152,153,1508771.2,6.86,154.91,145.09,173,503460,0.05,0.19,10.2189324641,2.6549424576,0.0032078593,9.9799019957,10.4579629325,359.8032785152,580.342455774,456.9563636159,Y,-21%,27%
53691,Piano_leg.stl,gcode/2016/11/29/Piano_leg_reoriented.gcode,1423,747.72,744.1939,7.2605225981,6.6170285763,6.6123016192,146,147,62453.3,6.02,159.27,44.22,173.79,8612,0.04,0.2,7.2139432377,2.238365496,0.0027045262,6.9749726807,7.4529137946,17.8254661686,28.7480296915,22.6372929186,N,-21%,27%
57418,PP0041-RevA_Removal-Carriage-PATENT.stl,gcode/2016/12/21/PP0041-RevA_Removal-Carriage-PATENT_reoriented.gcode,14141,7071.69,8484.599,9.5568336583,8.8638547685,9.0460079167,153,154,576048.6,6.01,121.29,115.27,133.15,170592,0.04,0.29,9.5538002998,0.8790740553,0.0010621495,9.3150253384,9.7925752612,185.0601257212,298.3390820731,234.9695044809,N,-21%,27%
48939,PP0055-RevA_Case-Cable-Mount-PRINT.stl,gcode/2016/10/28/PP0055-RevA_Case-Cable-Mount-PRINT_reoriented.gcode,4417,2474.27,2782.7205,8.3932160116,7.813700682,7.9311843253,71,72,183819.16,6.1,119.36,97.68,156.03,36605,0.04,0.28,8.4819668349,0.031411926,3.79537558683228E-05,8.2433139293,8.7206197406,63.3686568047,102.1329277803,80.4489058283,N,-21%,27%
38170,NVlogo-Whistle-positive-X2.stl,gcode/2016/07/20/NVlogo-Whistle-positive-X2_udOvY5z_reoriented.gcode,4162,2289.39,2420.4167,8.333751007,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
54174,Lily McKenzie,gcode/2016/12/01/lily_k_mckenzie_-_necklace_-_blue_reoriented.gcode,4830,1496.72,1631.6415,8.4826017466,7.3110313262,7.3973418423,20,22,106577.09,11.11,115.71,66.11,146.8,111961,0.08,0.18,7.968710529,0.5056299062,0.0006109321,7.7299893325,8.2074317255,37.9262987669,61.1351607653,48.152158543,Y,-21%,27%
47736,NVlogo-Whistle-positive-X2.stl,gcode/2016/10/19/NVlogo-Whistle-positive-X2_e801SQa_reoriented_Tr0iOQ9.gcode,4110,2289.39,2420.4167,8.3211783075,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
54580,PAE1-2(PAE1-2_Y 200.stl),gcode/2016/12/05/PAE1_Y_200_reoriented_9bFaxT5.gcode,6389,4032.05,4665.862,8.7623330406,8.3020302105,8.4480278765,71,72,267911.22,6.08,107.35,82.89,172.71,23951,0.04,0.28,8.9788797264,0.1153345797,0.0001393541,8.7402147338,9.2175447189,104.1539581814,167.8717267851,132.2289862754,N,-21%,27%
43751,NVlogo-Whistle-positive-X2.stl,gcode/2016/09/20/NVlogo-Whistle-positive-X2_uu6ykNV_reoriented.gcode,4122,2289.39,2420.4167,8.3240937615,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
44974,Tool Cover.STL,gcode/2016/09/29/Tool_Cover_reoriented.gcode,40503,17832.01,24568.367,10.6091313244,9.7887504359,10.1092150001,788,789,2310906,6.06,158.37,147.81,170.41,365390,0.04,0.15,10.5760077063,4.003186936,0.0048368884,10.3367834385,10.8152319741,514.1108359281,829.5533404608,653.0561701042,N,-21%,27%
43748,NVlogo-Whistle-positive-X2.stl,gcode/2016/09/20/NVlogo-Whistle-positive-X2_uu6ykNV_reoriented.gcode,4139,2289.39,2420.4167,8.3282094917,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
